ku_id,type,canonical_name,name_en,source_task,created,updated,card_path
units/places/venice,place,威尼斯,Venice,,2026-09-09,2026-09-14,04-knowledge/units/places/venice.md
units/places/versailles,place,凡尔赛,Versailles,front-matter,2026-09-14,2026-09-14,04-knowledge/units/places/versailles.md
units/places/via-margutta,place,玛古塔街,Via Margutta,chp-1,2026-09-09,2026-09-14,04-knowledge/units/places/via-margutta.md
units/places/vienna,place,维也纳,Vienna,front-matter,2026-09-14,2026-09-14,04-knowledge/units/places/vienna.md
units/places/villa-borghese,place,博尔盖塞别墅,Villa Borghese,front-matter,2026-09-14,2026-09-14,04-knowledge/units/places/villa-borghese.md
units/places/villa-lante-rome,place,罗马兰特别墅,"Villa Lante, Rome",front-matter,2026-09-14,2026-09-14,04-knowledge/units/places/villa-lante-rome.md
units/places/villa-loredan-paese,place,洛雷丹别墅,"Villa Loredan, Paese",front-matter,2026-09-25,2026-09-25,04-knowledge/units/places/villa-loredan-paese.md
units/places/villa-pisani,place,皮萨尼别墅（斯特拉）,Villa Pisani,front-matter,2026-09-14,2026-09-14,04-knowledge/units/places/villa-pisani.md
units/places/wurzburg,place,维尔茨堡,Würzburg,front-matter,2026-09-14,2026-09-14,04-knowledge/units/places/wurzburg.md
units/procedures/artist-title-conferral,procedure,艺术家荣衔与职位授予,Conferral of titles and offices on artists,chp-1,2026-09-09,2026-09-14,04-knowledge/units/procedures/artist-title-conferral.md
units/procedures/commission-contracting,procedure,委托合同订立惯例,Commission contracting,,2026-09-09,2026-09-14,04-knowledge/units/procedures/commission-contracting.md
units/procedures/commission-payment,procedure,定金、进度款与结算,"Advances, instalments and final payment",,2026-09-09,2026-09-14,04-knowledge/units/procedures/commission-payment.md
units/procedures/exhibition-self-promotion,procedure,展览售画与自我宣传,Exhibiting paintings and self-promotion,,2026-09-09,2026-09-14,04-knowledge/units/procedures/exhibition-self-promotion.md
units/procedures/iconographic-consultation,procedure,题材与图像志协商,Consultation over subjects and iconography,,2026-09-09,2026-09-14,04-knowledge/units/procedures/iconographic-consultation.md
units/procedures/modello-approval,procedure,预备稿提交与批准,Submission and approval of preliminary designs,,2026-09-09,2026-09-14,04-knowledge/units/procedures/modello-approval.md
units/procedures/patron-funded-study-travel,procedure,赞助人资助学习旅行,Patron-funded study travel,,2026-09-09,2026-09-14,04-knowledge/units/procedures/patron-funded-study-travel.md
units/procedures/patronage-introduction,procedure,保护与职业引介程序,Patronage and professional introduction,,2026-09-09,2026-09-14,04-knowledge/units/procedures/patronage-introduction.md
units/procedures/per-figure-pricing,procedure,按主要人物数量计价,Pricing by principal figures,,2026-09-09,2026-09-14,04-knowledge/units/procedures/per-figure-pricing.md
units/procedures/studio-stock-sale,procedure,工作室存画议价与完成,Negotiating and completing studio stock,chp-1,2026-09-09,2026-09-14,04-knowledge/units/procedures/studio-stock-sale.md
units/terms/altarpiece,term,祭坛画,Altarpiece,,2026-09-09,2026-09-14,04-knowledge/units/terms/altarpiece.md
units/terms/art-dealer,term,画商,Art dealer,,2026-09-09,2026-09-14,04-knowledge/units/terms/art-dealer.md
units/terms/art-patronage,term,艺术赞助,Art patronage,,,,04-knowledge/units/terms/art-patronage.md
units/terms/artistic-independence,term,创作独立,Artistic independence,,2026-09-09,2026-09-14,04-knowledge/units/terms/artistic-independence.md
units/terms/artistic-temperament,term,艺术家气质,Artistic temperament,,2026-09-09,2026-09-14,04-knowledge/units/terms/artistic-temperament.md
units/terms/baroque,term,巴洛克,Baroque,front-matter,2026-09-14,2026-09-14,04-knowledge/units/terms/baroque.md
units/terms/bentveughels,term,同巢之鸟,Bentveughels,chp-1,2026-09-09,2026-09-14,04-knowledge/units/terms/bentveughels.md
units/terms/bohemian-artists,term,艺术家“波希米亚”群体,Bohemian artists,,2026-09-09,2026-09-14,04-knowledge/units/terms/bohemian-artists.md
units/terms/bozzetto,term,构思草稿,Bozzetto,,2026-09-09,2026-09-14,04-knowledge/units/terms/bozzetto.md
units/terms/caparra,term,定金,Caparra,,2026-09-09,2026-09-14,04-knowledge/units/terms/caparra.md
units/terms/cavaliere-abito-cristo,term,基督骑士荣衔,Cavaliere dell’abito di Cristo,chp-1,2026-09-09,2026-09-14,04-knowledge/units/terms/cavaliere-abito-cristo.md
units/terms/count-palatine,term,行宫伯爵,Count Palatine,chp-1,2026-09-09,2026-09-14,04-knowledge/units/terms/count-palatine.md
units/terms/devotional-picture,term,祈祷用图像,Devotional picture,chp-1,2026-09-09,2026-09-14,04-knowledge/units/terms/devotional-picture.md
units/terms/dilettante,term,鉴赏爱好者,Dilettante,,2026-09-09,2026-09-14,04-knowledge/units/terms/dilettante.md
units/terms/famiglia,term,家户,Famiglia,chp-1,2026-09-09,2026-09-14,04-knowledge/units/terms/famiglia.md
units/terms/fresco,term,湿壁画技法,Fresco,,2026-09-09,2026-09-14,04-knowledge/units/terms/fresco.md
units/terms/gallery-picture,term,可移动画廊画,Gallery picture,,2026-09-09,2026-09-14,04-knowledge/units/terms/gallery-picture.md
units/terms/genius,term,天才观,Genius,,2026-09-09,2026-09-14,04-knowledge/units/terms/genius.md
units/terms/gentiluomo-onore,term,荣誉侍从,Gentiluomo d’onore,chp-1,2026-09-09,2026-09-14,04-knowledge/units/terms/gentiluomo-onore.md
units/terms/history-painting,term,历史画,History painting,,2026-09-09,2026-09-14,04-knowledge/units/terms/history-painting.md
units/terms/holy-year,term,圣年,Holy Year,chp-1,2026-09-09,2026-09-14,04-knowledge/units/terms/holy-year.md
units/terms/inspiration,term,灵感与热情,Inspiration / entusiasmo,chp-1,2026-09-09,2026-09-14,04-knowledge/units/terms/inspiration.md
units/terms/modello,term,预备稿／模型,Modello,,2026-09-09,2026-09-14,04-knowledge/units/terms/modello.md
units/terms/neapolitan-anti-classical-painting,term,那不勒斯反古典绘画,Neapolitan anti-classical painting,front-matter,2026-09-14,2026-09-14,04-knowledge/units/terms/neapolitan-anti-classical-painting.md
units/terms/neo-classicism,term,新古典主义,Neo-classicism,front-matter,2026-09-14,2026-09-14,04-knowledge/units/terms/neo-classicism.md
units/terms/nepotism,term,教皇亲族任用,Nepotism,,2026-09-09,2026-09-14,04-knowledge/units/terms/nepotism.md
units/terms/news-sheets,term,新闻纸,News sheets,chp-1,2026-09-09,2026-09-14,04-knowledge/units/terms/news-sheets.md
units/terms/nostro-pittore,term,本府画家,Nostro pittore,,2026-09-09,2026-09-14,04-knowledge/units/terms/nostro-pittore.md
units/terms/pendant-pictures,term,成对绘画,Pendant pictures,chp-1,2026-09-09,2026-09-14,04-knowledge/units/terms/pendant-pictures.md
units/terms/platonism,term,柏拉图主义,Platonism,chp-1,2026-09-09,2026-09-14,04-knowledge/units/terms/platonism.md
units/terms/self-portrait,term,自画像,Self-portrait,,2026-09-09,2026-09-14,04-knowledge/units/terms/self-portrait.md
units/terms/servitu-particolare,term,特定保护人服务,Servitù particolare,,2026-09-09,2026-09-14,04-knowledge/units/terms/servitu-particolare.md
units/terms/titular-church,term,领衔教堂,Titular church,chp-1,2026-09-09,2026-09-14,04-knowledge/units/terms/titular-church.md
units/terms/ultramarine,term,群青,Ultramarine / oltremare,,2026-09-09,2026-09-14,04-knowledge/units/terms/ultramarine.md
units/works/a-d-gabbiani-a-group-of-musicians,work,乐师群像,A Group of Musicians,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/a-d-gabbiani-a-group-of-musicians.md
units/works/agostino-masucci-mola-painting-the-portrait-of-pope-alexander-vii,work,莫拉为亚历山大七世作像,Mola painting the portrait of Pope Alexander VII,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/agostino-masucci-mola-painting-the-portrait-of-pope-alexander-vii.md
units/works/albani-servi-altarpiece-1639,work,阿尔巴尼《圣安德烈朝拜殉道十字架》,Saint Andrew Adoring the Cross of Martyrdom,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/albani-servi-altarpiece-1639.md
units/works/alessandro-longhi-carlo-lodoli,work,卡洛·洛多利肖像,Portrait of Carlo Lodoli,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/alessandro-longhi-carlo-lodoli.md
units/works/alessandro-longhi-g-m-sasso,work,乔万尼·马里亚·萨索肖像,Portrait of Giovanni Maria Sasso,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/alessandro-longhi-g-m-sasso.md
units/works/amigoni-jupiter-and-io,work,朱庇特与伊娥,Jupiter and Io,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/amigoni-jupiter-and-io.md
units/works/amigoni-sigismund-streit,work,西吉斯蒙德·施特赖特肖像,Portrait of Sigismund Streit,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/amigoni-sigismund-streit.md
units/works/andrea-pozzo-modello-for-fresco-on-vault-of-s-ignazio,work,圣依纳爵堂拱顶壁画模型,Modello for fresco on vault of S. Ignazio,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/andrea-pozzo-modello-for-fresco-on-vault-of-s-ignazio.md
units/works/andrea-sacchi-allegory-of-divine-wisdom,work,神圣智慧寓意,Allegory of Divine Wisdom,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/andrea-sacchi-allegory-of-divine-wisdom.md
units/works/antonio-verrio-fresco-on-staircase-of-hampton-court-palace,work,汉普顿宫楼梯壁画,Fresco on staircase of Hampton Court Palace,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/antonio-verrio-fresco-on-staircase-of-hampton-court-palace.md
units/works/baldassare-franceschini-fame-carrying-the-name-of-louis-xiv-to-the-temple-of-immortality,work,声名携路易十四之名入不朽殿堂,Fame carrying the name of Louis XIV to the Temple of Immortality,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/baldassare-franceschini-fame-carrying-the-name-of-louis-xiv-to-the-temple-of-immortality.md
units/works/baldassare-franceschini-la-burla-del-piovano-arlotto,work,阿尔洛托教区神父的玩笑,La Burla del Piovano Arlotto,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/baldassare-franceschini-la-burla-del-piovano-arlotto.md
units/works/barberini-salone-bozzetto-disputed,work,巴贝里尼大厅所谓草稿（归属有争议）,Supposed bozzetto for the Barberini Salone (disputed attribution),chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/barberini-salone-bozzetto-disputed.md
units/works/bernardino-castelli-teodoro-correr,work,泰奥多罗·科雷尔肖像,Portrait of Teodoro Correr,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/bernardino-castelli-teodoro-correr.md
units/works/bernini-cardinal-borghese-head,work,贝尔尼尼的博尔盖塞枢机肖像头部,Bernini’s portrait head of Cardinal Borghese,,2026-09-09,2026-09-14,04-knowledge/units/works/bernini-cardinal-borghese-head.md
units/works/bernini-caricature-of-cassiano-dal-pozzo,work,卡西亚诺·达尔·波佐漫画,Caricature of Cassiano dal Pozzo,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/bernini-caricature-of-cassiano-dal-pozzo.md
units/works/bernini-david,work,贝尔尼尼《大卫》,Bernini’s David,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/bernini-david.md
units/works/bernini-louis-xiv,work,路易十四肖像,Portrait of Louis XIV,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/bernini-louis-xiv.md
units/works/bernini-maffeo-barberini-as-pope-urban-viii,work,乌尔班八世肖像,Maffeo Barberini as Pope Urban VIII,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/bernini-maffeo-barberini-as-pope-urban-viii.md
units/works/bernini-thomas-baker-bust,work,贝尔尼尼的托马斯·贝克肖像胸像,Bernini’s bust of Thomas Baker,,2026-09-09,2026-09-14,04-knowledge/units/works/bernini-thomas-baker-bust.md
units/works/burnacini-the-elysian-fields,work,歌剧《拉丁君权凯旋》的极乐世界,The Elysian Fields,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/burnacini-the-elysian-fields.md
units/works/camassei-martyrdom-saint-sebastian,work,卡马塞伊《圣塞巴斯蒂安殉难》祭坛画,Camassei’s Martyrdom of Saint Sebastian altarpiece,,2026-09-09,2026-09-14,04-knowledge/units/works/camassei-martyrdom-saint-sebastian.md
units/works/camassei-peter-paul-mamertine-modello,work,卡马塞伊《圣彼得与圣保罗在马默蒂诺监狱施洗》稿,Camassei’s modello of Saints Peter and Paul baptizing in the Mamertine Prison,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/camassei-peter-paul-mamertine-modello.md
units/works/canaletto-allegorical-tomb-to-the-memory-of-archbishop-tillotson,work,蒂洛特森大主教寓意纪念墓,Allegorical Tomb to the memory of Archbishop Tillotson,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/canaletto-allegorical-tomb-to-the-memory-of-archbishop-tillotson.md
units/works/canaletto-dedicatory-frontispiece-to-etchings,work,蚀刻集献辞卷首图,Dedicatory frontispiece to Etchings,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/canaletto-dedicatory-frontispiece-to-etchings.md
units/works/canaletto-pra-della-valle-padua,work,帕多瓦Prà广场,"Prà della Valle, Padua",front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/canaletto-pra-della-valle-padua.md
units/works/canaletto-view-from-badminton-1748,work,巴德明顿景观,"View from Badminton, 1748",front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/canaletto-view-from-badminton-1748.md
units/works/canova-amadeo-swajer,work,阿马德奥·斯瓦耶尔肖像,Portrait of Amadeo Swajer,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/canova-amadeo-swajer.md
units/works/caravaggio-adoration-shepherds,work,《牧羊人朝拜》,Adoration of the Shepherds,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-adoration-shepherds.md
units/works/caravaggio-amor-vincit-omnia,work,《爱神战胜一切》,Amor Vincit Omnia,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-amor-vincit-omnia.md
units/works/caravaggio-bacchus-uffizi,work,《巴克斯》,Bacchus,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-bacchus-uffizi.md
units/works/caravaggio-basket-of-fruit,work,《果篮》,Basket of Fruit,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-basket-of-fruit.md
units/works/caravaggio-beheading-john-baptist,work,《施洗者圣约翰斩首》,The Beheading of Saint John the Baptist,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-beheading-john-baptist.md
units/works/caravaggio-boy-bitten-lizard-london,work,《被蜥蜴咬伤的男孩》（伦敦版本）,Boy Bitten by a Lizard (London version),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-boy-bitten-lizard-london.md
units/works/caravaggio-boy-peeling-fruit-royal,work,《削水果的男孩》（皇家收藏版本）,Boy Peeling Fruit (Royal Collection version),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-boy-peeling-fruit-royal.md
units/works/caravaggio-boy-with-basket-fruit,work,《提果篮的男孩》,Boy with a Basket of Fruit,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-boy-with-basket-fruit.md
units/works/caravaggio-burial-saint-lucy,work,《圣露西下葬》,The Burial of Saint Lucy,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-burial-saint-lucy.md
units/works/caravaggio-calling-peter-andrew,work,《圣彼得与圣安德烈蒙召》,The Calling of Saints Peter and Andrew,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-calling-peter-andrew.md
units/works/caravaggio-calling-saint-matthew,work,《圣马太蒙召》,The Calling of Saint Matthew,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-calling-saint-matthew.md
units/works/caravaggio-cardsharps-kimbell,work,《纸牌作弊者》（金贝尔版本）,The Cardsharps (Kimbell version),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-cardsharps-kimbell.md
units/works/caravaggio-christ-mount-olives,work,《橄榄山上的基督》,Christ on the Mount of Olives,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-christ-mount-olives.md
units/works/caravaggio-conversion-damascus-cerasi,work,《大马士革路上的归化》,Conversion on the Way to Damascus,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-conversion-damascus-cerasi.md
units/works/caravaggio-conversion-saint-paul-first,work,《圣保罗归化》（第一版）,The Conversion of Saint Paul (first version),,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-conversion-saint-paul-first.md
units/works/caravaggio-conversion-saint-paul,work,卡拉瓦乔《圣保罗归化》委托,Caravaggio’s Conversion of Saint Paul commission,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/caravaggio-conversion-saint-paul.md
units/works/caravaggio-crucifixion-saint-peter,work,《圣彼得钉十字架》,Crucifixion of Saint Peter,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-crucifixion-saint-peter.md
units/works/caravaggio-david-goliath-borghese,work,《大卫与歌利亚之首》（博尔盖塞版本）,David with the Head of Goliath (Borghese version),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-david-goliath-borghese.md
units/works/caravaggio-death-virgin,work,《圣母之死》,Death of the Virgin,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-death-virgin.md
units/works/caravaggio-denial-saint-peter,work,《圣彼得不认主》,The Denial of Saint Peter,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-denial-saint-peter.md
